1,14,806.727,471.844,35.340,79.722,0.314691,-1,-1,-1
1,13,975.265,446.372,34.628,77.176,0.327021,-1,-1,-1
1,12,544.097,453.114,40.560,104.892,0.370487,-1,-1,-1
1,11,690.176,459.835,48.016,141.520,0.404716,-1,-1,-1
1,10,1015.289,434.186,37.990,99.656,0.418574,-1,-1,-1
1,9,1837.839,407.329,82.161,253.095,0.478610,-1,-1,-1
1,8,936.018,435.731,33.092,78.427,0.508513,-1,-1,-1
1,7,647.336,457.276,62.438,191.765,0.574754,-1,-1,-1
1,6,1253.770,439.032,42.764,111.500,0.694708,-1,-1,-1
1,5,727.816,454.087,42.549,115.406,0.798610,-1,-1,-1
1,4,438.158,443.753,123.485,282.353,0.800788,-1,-1,-1
1,3,1430.535,432.001,174.505,339.963,0.824847,-1,-1,-1
1,2,581.622,440.775,92.705,271.999,0.860514,-1,-1,-1
1,1,1335.840,420.124,173.399,364.358,0.880728,-1,-1,-1
2,14,807.560,473.887,35.878,77.195,0.339331,-1,-1,-1
2,13,975.576,448.154,39.038,75.617,0.440397,-1,-1,-1
2,12,547.748,453.971,37.245,103.452,0.345521,-1,-1,-1
2,11,694.312,459.772,46.372,140.538,0.412606,-1,-1,-1
2,10,1014.865,431.197,40.015,103.572,0.490743,-1,-1,-1
2,9,1077.453,453.089,52.925,143.082,0.340101,-1,-1,-1
2,8,934.379,435.182,35.684,80.757,0.555599,-1,-1,-1
2,7,651.787,452.885,64.399,190.992,0.627667,-1,-1,-1
2,6,1254.211,439.428,42.532,111.621,0.673065,-1,-1,-1
2,5,727.734,453.524,42.536,116.279,0.766855,-1,-1,-1
2,4,436.548,441.674,124.111,283.602,0.803570,-1,-1,-1
2,3,1442.110,432.569,164.753,337.375,0.794657,-1,-1,-1
2,2,581.916,441.781,94.454,271.221,0.860424,-1,-1,-1
2,1,1341.311,422.701,179.476,367.881,0.909851,-1,-1,-1
3,16,908.388,442.336,73.398,146.630,0.320526,-1,-1,-1
3,15,1092.233,431.756,45.050,130.962,0.339665,-1,-1,-1
3,14,806.271,472.701,32.748,79.049,0.332392,-1,-1,-1
3,13,975.616,449.918,37.684,69.864,0.340244,-1,-1,-1
3,12,548.726,454.893,37.133,103.320,0.342593,-1,-1,-1
3,11,693.371,457.771,44.608,140.424,0.384991,-1,-1,-1
3,10,1015.214,433.420,39.174,101.597,0.482085,-1,-1,-1
3,9,1843.236,457.840,75.324,200.652,0.321962,-1,-1,-1
3,8,933.961,435.127,36.491,80.165,0.543253,-1,-1,-1
3,7,646.820,456.955,68.350,192.398,0.667050,-1,-1,-1
3,6,1255.050,438.811,41.298,111.424,0.630426,-1,-1,-1
3,5,727.873,454.161,43.176,115.006,0.775344,-1,-1,-1
3,4,427.906,440.338,134.650,285.081,0.768796,-1,-1,-1
3,3,1447.760,427.166,166.763,348.701,0.803313,-1,-1,-1
3,2,581.163,442.490,94.840,268.233,0.847421,-1,-1,-1
3,1,1344.378,419.572,188.854,377.303,0.897719,-1,-1,-1
4,14,805.818,470.471,33.614,81.385,0.362146,-1,-1,-1
4,13,974.697,452.077,41.708,75.166,0.420636,-1,-1,-1
4,12,546.531,456.157,39.471,104.105,0.423524,-1,-1,-1
4,11,693.650,454.451,44.311,144.669,0.385848,-1,-1,-1
4,10,1012.225,426.858,45.276,107.782,0.567509,-1,-1,-1
4,8,933.068,435.240,39.586,81.810,0.490397,-1,-1,-1
4,7,651.098,450.884,64.851,194.303,0.605843,-1,-1,-1
4,6,1255.281,438.500,41.263,111.689,0.666393,-1,-1,-1
4,5,728.785,453.396,41.892,116.163,0.714587,-1,-1,-1
4,4,434.780,440.679,131.134,285.770,0.785422,-1,-1,-1
4,3,1455.208,423.510,157.505,352.708,0.788749,-1,-1,-1
4,2,581.103,442.734,95.821,267.289,0.845361,-1,-1,-1
4,1,1350.051,416.979,186.188,380.415,0.878127,-1,-1,-1
5,14,806.125,472.304,33.528,79.370,0.377391,-1,-1,-1
5,13,977.734,452.359,36.817,69.104,0.421912,-1,-1,-1
5,12,547.181,455.909,38.616,104.306,0.433532,-1,-1,-1
5,11,695.820,457.097,41.890,140.521,0.333254,-1,-1,-1
5,10,1012.664,428.311,43.346,105.930,0.533233,-1,-1,-1
5,8,932.617,434.739,39.404,82.388,0.469946,-1,-1,-1
5,7,651.984,453.044,65.476,194.570,0.602048,-1,-1,-1
5,6,1254.826,439.918,41.751,110.445,0.664718,-1,-1,-1
5,5,729.269,455.498,41.198,113.814,0.691320,-1,-1,-1
5,4,435.338,440.448,133.841,284.601,0.808969,-1,-1,-1
5,3,1480.652,427.650,127.383,346.306,0.744468,-1,-1,-1
5,2,581.410,442.844,95.133,267.274,0.860311,-1,-1,-1
5,1,1350.237,417.248,187.245,380.619,0.901122,-1,-1,-1
6,16,909.957,437.277,73.305,150.969,0.413051,-1,-1,-1
6,15,1094.400,431.594,44.357,126.082,0.397138,-1,-1,-1
6,14,806.712,472.634,34.159,79.225,0.351054,-1,-1,-1
6,13,977.490,450.534,39.511,75.017,0.452552,-1,-1,-1
6,12,547.742,455.088,37.828,105.028,0.487417,-1,-1,-1
6,11,695.584,453.417,41.631,143.243,0.354460,-1,-1,-1
6,10,1012.793,427.533,43.756,108.156,0.556488,-1,-1,-1
6,8,932.738,435.009,38.080,79.855,0.387258,-1,-1,-1
6,7,651.417,451.355,68.154,195.675,0.614296,-1,-1,-1
6,6,1254.932,440.316,41.768,110.031,0.690053,-1,-1,-1
6,5,729.033,452.641,41.404,115.983,0.738710,-1,-1,-1
6,4,430.731,439.284,139.160,287.666,0.794115,-1,-1,-1
6,3,1478.592,424.164,128.874,350.318,0.802233,-1,-1,-1
6,2,581.385,443.139,95.488,265.934,0.859271,-1,-1,-1
6,1,1354.137,415.864,185.059,383.733,0.892541,-1,-1,-1
7,16,909.092,437.608,73.827,151.113,0.423680,-1,-1,-1
7,15,1096.245,431.556,42.021,122.307,0.334521,-1,-1,-1
7,14,806.258,471.987,33.577,79.024,0.351188,-1,-1,-1
7,13,978.484,447.476,37.625,76.133,0.340416,-1,-1,-1
7,12,547.993,455.938,36.497,104.144,0.481883,-1,-1,-1
7,11,695.660,452.677,41.623,144.607,0.327952,-1,-1,-1
7,10,1013.685,432.709,41.013,103.122,0.527762,-1,-1,-1
7,9,1075.893,446.299,54.776,149.301,0.312958,-1,-1,-1
7,8,932.923,435.179,37.535,79.012,0.401873,-1,-1,-1
7,7,646.905,451.950,70.304,195.590,0.493829,-1,-1,-1
7,6,1254.249,440.765,41.866,109.481,0.681648,-1,-1,-1
7,5,730.504,456.944,39.048,113.678,0.707819,-1,-1,-1
7,4,435.583,444.822,133.975,281.418,0.820001,-1,-1,-1
7,3,1494.023,425.366,115.012,348.157,0.775645,-1,-1,-1
7,2,581.409,441.852,95.935,267.465,0.856437,-1,-1,-1
7,1,1368.133,411.062,168.011,394.685,0.889611,-1,-1,-1
8,16,907.856,439.619,72.963,149.417,0.229530,-1,-1,-1
8,15,1074.246,446.835,56.676,149.191,0.201299,-1,-1,-1
8,14,805.683,473.628,32.914,77.634,0.285980,-1,-1,-1
8,12,548.114,456.181,35.877,103.552,0.385986,-1,-1,-1
8,11,694.979,449.993,42.063,148.326,0.313503,-1,-1,-1
8,10,1015.399,440.483,39.344,92.452,0.370446,-1,-1,-1
8,8,934.941,435.771,35.114,79.109,0.544242,-1,-1,-1
8,7,647.385,452.085,66.722,196.360,0.483876,-1,-1,-1
8,6,1253.906,440.364,42.372,110.213,0.682735,-1,-1,-1
8,5,729.477,452.910,42.104,120.329,0.750163,-1,-1,-1
8,4,430.760,440.878,143.386,287.576,0.833035,-1,-1,-1
8,3,1509.171,426.182,99.885,350.451,0.764291,-1,-1,-1
8,2,580.516,440.617,96.936,269.250,0.853250,-1,-1,-1
8,1,1394.228,411.812,145.046,397.379,0.855191,-1,-1,-1
9,16,908.530,441.279,72.104,147.565,0.206725,-1,-1,-1
9,15,1073.372,455.679,56.566,140.194,0.265271,-1,-1,-1
9,14,806.853,473.153,36.354,78.439,0.304479,-1,-1,-1
9,12,548.273,456.563,35.169,103.149,0.299326,-1,-1,-1
9,11,698.013,450.559,38.991,141.411,0.382399,-1,-1,-1
9,10,1013.618,435.960,42.551,97.244,0.581565,-1,-1,-1
9,8,934.371,435.568,35.069,77.505,0.544213,-1,-1,-1
9,7,651.441,453.553,67.541,193.049,0.537507,-1,-1,-1
9,6,1253.918,439.920,42.488,110.566,0.718358,-1,-1,-1
9,5,728.694,452.472,42.726,122.036,0.729105,-1,-1,-1
9,4,432.153,443.214,142.920,284.173,0.823154,-1,-1,-1
9,3,1496.588,417.668,114.557,356.260,0.788168,-1,-1,-1
9,2,581.264,440.826,96.527,268.895,0.858539,-1,-1,-1
9,1,1403.272,408.266,137.149,396.344,0.837084,-1,-1,-1
10,18,1376.323,438.636,48.215,124.726,0.605124,-1,-1,-1
10,16,908.649,439.251,71.439,150.110,0.207776,-1,-1,-1
10,15,1075.177,458.522,55.149,137.703,0.277332,-1,-1,-1
10,14,806.495,473.506,37.352,78.209,0.299214,-1,-1,-1
10,12,548.095,453.765,35.224,104.616,0.333693,-1,-1,-1
10,11,696.587,452.274,39.387,138.654,0.373377,-1,-1,-1
10,10,1014.043,437.276,41.897,95.324,0.443440,-1,-1,-1
10,8,934.351,435.602,35.199,78.909,0.567118,-1,-1,-1
10,7,650.793,454.268,66.479,193.409,0.594260,-1,-1,-1
10,6,1254.146,440.437,42.541,110.693,0.719217,-1,-1,-1
10,5,728.596,451.433,42.669,122.100,0.743590,-1,-1,-1
10,4,433.507,440.768,143.700,286.910,0.831772,-1,-1,-1
10,3,1503.194,417.967,114.312,358.200,0.773008,-1,-1,-1
10,2,581.644,440.045,98.386,273.789,0.860941,-1,-1,-1
10,1,1415.362,408.745,127.529,395.241,0.866646,-1,-1,-1
11,18,1377.615,438.489,47.338,123.544,0.649674,-1,-1,-1
11,16,908.479,439.762,71.863,149.788,0.218972,-1,-1,-1
11,15,1075.712,457.773,56.424,139.238,0.310751,-1,-1,-1
11,14,806.800,473.947,37.397,78.824,0.310711,-1,-1,-1
11,13,980.787,450.203,32.039,67.997,0.291028,-1,-1,-1
11,12,548.977,454.191,34.651,104.721,0.298483,-1,-1,-1
11,11,1524.572,443.041,36.983,116.416,0.383027,-1,-1,-1
11,10,1014.344,436.316,40.088,98.006,0.320291,-1,-1,-1
11,9,1838.560,461.455,79.534,196.841,0.382940,-1,-1,-1
11,8,934.161,435.807,35.478,80.033,0.546507,-1,-1,-1
11,7,650.834,452.698,66.441,195.628,0.527755,-1,-1,-1
11,6,1253.828,440.891,42.586,110.489,0.718142,-1,-1,-1
11,5,728.308,455.145,42.833,119.297,0.733435,-1,-1,-1
11,4,437.752,440.435,138.912,287.226,0.831741,-1,-1,-1
11,3,1529.035,416.933,99.139,358.567,0.796231,-1,-1,-1
11,2,582.304,440.554,97.236,272.879,0.862050,-1,-1,-1
11,1,1421.572,407.867,131.992,401.235,0.838059,-1,-1,-1
12,18,1376.839,440.476,53.730,123.885,0.553545,-1,-1,-1
12,14,805.608,470.450,38.079,81.274,0.290998,-1,-1,-1
12,13,982.629,451.242,29.634,66.241,0.227487,-1,-1,-1
